"","size","NA_pc","BHit_pc","BHit","BH_ali","BH_id","NA_pc_","Taxo_pc","Taxo","Taxo_ali","Taxo_id","Taxo_level","species","genus","family","order","class","phylum","superkingdom","size_annot","gp"
"msp_0867",2002,19.3,45.4,"Firmicutes bacterium CAG:110",81.3,80.3,19.3,56.9,"unclassified Firmicutes",76.1,80.1,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1899,"msp_0867"
"msp_0868",1975,2.1,93.9,"Lachnospiraceae bacterium 2_1_46FAA",99.3,99.4,2.1,93.9,"Lachnospiraceae bacterium 2_1_46FAA",99.3,99.4,"species","Lachnospiraceae bacterium 2_1_46FAA","unclassified Lachnospiraceae","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1683,"msp_0868"
"msp_0869",2008,22.9,34.3,"Succiniclasticum ruminis DSM 11005",81.4,77.7,22.9,53,"Acidaminococcaceae",76.2,77.6,"family","unclassified Acidaminococcaceae","unclassified Acidaminococcaceae","Acidaminococcaceae","Acidaminococcales","Negativicutes","Firmicutes","Bacteria",2003,"msp_0869"
"msp_0870",1855,33.9,11,"Barnesiella sp. An22",61,76.8,34,60.1,"Bacteroidales",48.8,77.3,"order","unclassified Bacteroidales","unclassified Bacteroidales","unclassified Bacteroidales","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1813,"msp_0870"
"msp_0871",1815,51.5,1.9,"uncultured Clostridium sp. 2789STDY5834941",46,76.9,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1762,"msp_0871"
"msp_0872",1922,8.6,81,"Clostridium sp. CAG:567",95.5,98.4,8.6,81,"Clostridium sp. CAG:567",95.5,98.4,"species","Clostridium sp. CAG:567","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1153,"msp_0872"
"msp_0873",1695,0.6,95.6,"Olsenella sp. Marseille-P2300",99.3,98.7,0.6,95.6,"Olsenella sp. Marseille-P2300",99.3,98.7,"species","Olsenella sp. Marseille-P2300","Olsenella","Atopobiaceae","Coriobacteriales","Coriobacteriia","Actinobacteria","Bacteria",1294,"msp_0873"
"msp_0874",1873,12,27.3,"Oscillibacter sp. CAG:241_62_21",86.3,80.3,12,56.7,"unclassified Firmicutes",80.5,79.9,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1703,"msp_0874"
"msp_0875",2715,20.5,13.6,"Bacteroides sp. CAG:462",81,77.9,20.5,68.6,"Bacteroides",71.9,78.2,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2660,"msp_0875"
"msp_0876",1832,10.3,39.1,"Firmicutes bacterium CAG:176_59_8",86.9,97.6,10.3,74.8,"unclassified Firmicutes",90.1,94,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1218,"msp_0876"
"msp_0877",1813,1.3,95.9,"Massiliomicrobiota timonensis An13",99.4,98.7,1.3,95.9,"Massiliomicrobiota timonensis",99.4,98.7,"species","Massiliomicrobiota timonensis","Massiliomicrobiota","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",1529,"msp_0877"
"msp_0878",2037,1.6,90.8,"Bifidobacterium saeculare DSM 6531 = LMG 14934",98.4,97.4,1.6,94.3,"Bifidobacterium gallinarum == saeculare ",99.2,98.2,"species","Bifidobacterium gallinarum == saeculare ","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",1892,"msp_0878"
"msp_0879",1776,10.2,34.3,"Faecalibacterium prausnitzii 60_20",89,93,10.2,64.2,"Faecalibacterium prausnitzii 4 (cf. KLE1255)",86.7,87.7,"genus","unclassified Faecalibacterium","Faecalibacterium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",688,"msp_0879"
"msp_0880",1763,18.4,21.4,"Bacteroidales bacterium M6",76.6,78.5,18.4,64.7,"unclassified Muribaculaceae",68.6,78.6,"genus","unclassified Muribaculaceae","unclassified Muribaculaceae","Muribaculaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1713,"msp_0880"
"msp_0881",6630,0.1,97.3,"Haemophilus parainfluenzae T3T1",99,94.5,0.1,99.6,"Haemophilus parainfluenzae",99.6,97.2,"genus","Haemophilus parainfluenzae","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",6254,"msp_0881"
"msp_0882c",1793,0,100,"Candidatus Gastranaerophilus phascolarctosicola Zag_221",99.9,98.9,0,100,"Candidatus Gastranaerophilus phascolarctosicola",99.9,98.9,"species","Candidatus Gastranaerophilus phascolarctosicola","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","Bacteria",1793,"msp_0882c"
"msp_0883",1923,1.5,85.5,"[Clostridium] spiroforme DSM 1552",98.6,97.9,1.5,95.4,"Clostridium spiroforme",99.3,99.1,"species","Clostridium spiroforme","Erysipelatoclostridium","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",1777,"msp_0883"
"msp_0884",3012,0.4,96.5,"Veillonella atypica CMW7756B",98.3,96.1,0.4,98.5,"Veillonella atypica",99,97.6,"species","Veillonella atypica","Veillonella","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",1702,"msp_0884"
"msp_0885",2225,11.4,51.2,"Roseburia sp. 40_7",84.6,97.9,11.4,51.2,"Roseburia sp. 40_7",84.6,97.9,"genus","unclassified Roseburia","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2220,"msp_0885"
"msp_0886",1920,2.5,95.8,"Firmicutes bacterium CAG:449",96.1,99.5,2.5,95.8,"Firmicutes bacterium CAG:449",96.1,99.5,"species","Firmicutes bacterium CAG:449","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1863,"msp_0886"
"msp_0887",1940,42.9,5.3,"Tyzzerella sp. An114",69.9,76.8,42.9,50.7,"Clostridiales",45.7,77.9,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1935,"msp_0887"
"msp_0888",2086,21.4,43.5,"Prevotella sp. CAG:485",78.8,79.2,21.4,56.6,"Prevotella",71.3,79,"genus","unclassified Prevotella","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1908,"msp_0888"
"msp_0889",1590,19.5,45.9,"Phascolarctobacterium succinatutens 46_33",83.9,78.2,19.5,57.6,"Phascolarctobacterium succinatutens",83.3,78.2,"genus","unclassified Phascolarctobacterium","Phascolarctobacterium","Acidaminococcaceae","Acidaminococcales","Negativicutes","Firmicutes","Bacteria",1521,"msp_0889"
"msp_0890c",1779,0,70.2,"Leuconostoc mesenteroides subsp. cremoris ATCC 19254",100,100,0,100,"Leuconostoc mesenteroides",100,100,"species","Leuconostoc mesenteroides","Leuconostoc","Leuconostocaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",1779,"msp_0890c"
"msp_0891",1888,45.9,5.6,"Ruminococcaceae bacterium UBA737",55,78.1,45.9,51.1,"Firmicutes",41.4,79,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1827,"msp_0891"
"msp_0892",1893,14.4,38.9,"Eubacterium sp. CAG:192",79.5,79.6,14.4,71,"Eubacterium",80,79.4,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1756,"msp_0892"
"msp_0893",2650,2.5,91.8,"Faecalibacterium prausnitzii SL3/3",97.5,97,2.5,92.9,"Faecalibacterium prausnitzii 2",98,97.4,"species","Faecalibacterium prausnitzii 2","Faecalibacterium","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1901,"msp_0893"
"msp_0894",3013,28.6,11.2,"Prevotella sp. AGR2160",70.6,78.7,28.7,63.6,"Prevotella",61.5,78,"genus","unclassified Prevotella","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2266,"msp_0894"
"msp_0895",1828,1.3,98.2,"Acetobacter sp. CAG:977",98.9,99.2,1.3,98.2,"Acetobacter sp. CAG:977",98.9,99.2,"species","Acetobacter sp. CAG:977","Acetobacter","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria",1819,"msp_0895"
"msp_0896",1881,2.9,96.3,"Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1",98.4,99,2.9,96.3,"Candidatus Methanomassiliicoccus intestinalis",98.4,99,"species","Candidatus Methanomassiliicoccus intestinalis","Methanomassiliicoccus","Methanomassiliicoccaceae","Methanomassiliicoccales","Thermoplasmata","Euryarchaeota","Archaea",1814,"msp_0896"
"msp_0897",1949,0.8,95.7,"Clostridium sp. CAG:813",94.4,98.8,0.8,98.6,"Candidatus Gastranaerophilales bacterium HUM_1 / Clostridium sp. CAG:813",98.5,99,"species","Candidatus Gastranaerophilales bacterium HUM_1 / Clostridium sp. CAG:813","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","unclassified Bacteria","Bacteria",1883,"msp_0897"
"msp_0898",2110,5.6,80.3,"butyrate-producing bacterium SS3/4",97.1,98.1,5.6,87.6,"butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81",98.5,98.9,"species","butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1014,"msp_0898"
"msp_0899",1815,30.9,55.1,"Eubacterium sp. CAG:841",83.5,80.5,30.9,55.1,"Eubacterium sp. CAG:841",83.5,80.5,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1001,"msp_0899"
"msp_0900",1848,46.4,5,"Angelakisella massiliensis Marseille-P3217",46.5,77.5,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1375,"msp_0900"
"msp_0901",1765,13,34.7,"Blautia sp. An81",86.7,80.1,13,63.6,"Blautia",80.1,79.2,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1762,"msp_0901"
"msp_0902",1653,8.8,40.7,"Firmicutes bacterium CAG:176_59_8",87.2,89,8.8,81.7,"unclassified Firmicutes",89.7,86.8,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",728,"msp_0902"
"msp_0903",2163,2.7,73.4,"Oscillibacter sp. 57_20",98,97.8,2.7,73.4,"Oscillibacter sp. 57_20",98,97.8,"species","Oscillibacter sp. 57_20","Oscillibacter","Oscillospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1828,"msp_0903"
"msp_0904",1880,41,18.3,"Ruminococcaceae bacterium UBA737",63.3,78.1,41,52.5,"Clostridiales",48.5,78.6,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1681,"msp_0904"
"msp_0905c",1760,0,100,"Treponema succinifaciens DSM 2489",99.9,99.2,0,100,"Treponema succinifaciens",99.9,99.2,"species","Treponema succinifaciens","Treponema","Spirochaetaceae","Spirochaetales","Spirochaetia","Spirochaetes","Bacteria",1760,"msp_0905c"
"msp_0906",1809,2.3,90.2,"uncultured Clostridium sp. 2789STDY5834924",98.2,97.8,2.3,90.2,"Clostridium sp. 2789STDY5834924",98.2,97.8,"species","Clostridium sp. 2789STDY5834924","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1349,"msp_0906"
"msp_0907",1908,12.7,78.7,"Clostridium sp. CAG:465",93,97,12.7,78.7,"Clostridium sp. CAG:465",93,97,"species","Clostridium sp. CAG:465","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1776,"msp_0907"
"msp_0908",1565,44.1,3.5,"uncultured Clostridium sp. 2789STDY5834941",40.3,76.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1430,"msp_0908"
"msp_0909",2194,1.9,94.2,"Clostridium sp. CAG:768",97.6,97.8,1.9,94.2,"Clostridium sp. CAG:768",97.6,97.8,"species","Clostridium sp. CAG:768","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1853,"msp_0909"
"msp_0910",1649,0,94.4,"Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043",98.3,98.9,0,98.8,"Bifidobacterium catenulatum",99.4,99.2,"species","Bifidobacterium catenulatum","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",321,"msp_0910"
"msp_0911",1770,43.3,12.6,"Clostridiales bacterium Firm_07",66.4,77.6,43.3,50.5,"Firmicutes",47.5,78.8,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1759,"msp_0911"
"msp_0912",1823,32.5,6.6,"Firmicutes bacterium CAG:103",59.2,76.8,32.5,58.8,"Clostridiales",48,78.4,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1803,"msp_0912"
"msp_0913",1785,43.6,10.3,"Succinatimonas hippei YIT 12066",62.1,76.2,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1781,"msp_0913"
"msp_0914",2327,14.4,60.5,"Firmicutes bacterium CAG:94",88.9,83.6,14.4,60.5,"Firmicutes bacterium CAG:94",88.9,83.6,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1769,"msp_0914"
"msp_0915c",1775,18.8,48.5,"Fusobacterium sp. CAG:815",86.4,79.8,18.8,59.6,"Candidatus Gastranaerophilales",83.2,79.3,"genus","unclassified Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Melainabacteria","Candidatus Melainabacteria","Bacteria",1775,"msp_0915c"
"msp_0916",1706,0,100,"Bifidobacterium animalis Bifido_11",99.8,100,0,100,"Bifidobacterium animalis",100,100,"species","Bifidobacterium animalis","Bifidobacterium","Bifidobacteriaceae","Bifidobacteriales","Actinobacteria","Actinobacteria","Bacteria",1367,"msp_0916"
"msp_0917",2240,14.3,70.8,"Firmicutes bacterium CAG:103",89.9,87.6,14.3,70.8,"Firmicutes bacterium CAG:103",89.9,87.6,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1222,"msp_0917"
"msp_0918",2064,15.6,34.2,"Prevotella sp. 885",73.4,79.5,15.6,80.7,"Prevotella",69,79.3,"genus","unclassified Prevotella","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",486,"msp_0918"
"msp_0919",1961,31,40.7,"Sutterella parvirubra YIT 11816",72.8,79.1,31,50.6,"Sutterella",71.7,78.8,"genus","unclassified Sutterella","Sutterella","Sutterellaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",1370,"msp_0919"
"msp_0920",1683,34.3,3.1,"Prevotella sp. CAG:617",56.2,77.1,34.4,59.7,"Bacteroidales",44.1,77.8,"order","unclassified Bacteroidales","unclassified Bacteroidales","unclassified Bacteroidales","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1672,"msp_0920"
"msp_0921",1712,34.9,17.2,"Ruminococcus sp. Zagget7",70,76.8,34.9,59.4,"Clostridiales",52.9,77.4,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1706,"msp_0921"
"msp_0922",1809,40.7,5.6,"Angelakisella massiliensis Marseille-P3217",53.7,77.5,40.7,52.6,"Firmicutes",45.6,79.3,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",953,"msp_0922"
"msp_0923",1774,0.4,96.9,"Veillonella seminalis ACS-216-V-Col6b",99.2,99.4,0.4,96.9,"Veillonella seminalis",99.2,99.4,"species","Veillonella seminalis","Veillonella","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",1634,"msp_0923"
"msp_0924",1873,0,97.2,"Methanobrevibacter smithii WWM1085",99.4,99,0,99.9,"Methanobrevibacter smithii 2",99.8,99.6,"species","Methanobrevibacter smithii 2","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Euryarchaeota","Archaea",829,"msp_0924"
"msp_0925",1970,0,87.3,"Lactobacillus gasseri 987_LJOH",98.9,98.9,0,98.9,"Lactobacillus gasseri 2",99.6,99.7,"species","Lactobacillus gasseri 2","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",1447,"msp_0925"
"msp_0926",1627,21.1,36.7,"Dialister invisus DSM 15470",77.8,77.1,21.1,56.2,"Dialister",73,77.4,"genus","unclassified Dialister","Dialister","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",1558,"msp_0926"
"msp_0927",1701,8.4,72.7,"uncultured Clostridium sp. 2789STDY5834950",96.9,89.9,8.4,79.9,"bacterium LF-3 / Coprobacillus sp. CAG:235",96.3,89.9,"genus","unclassified Coprobacillus","Coprobacillus","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",999,"msp_0927"
"msp_0928",1799,47.1,29.9,"Acidiphilium sp. CAG:727",67.1,78.6,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1733,"msp_0928"
"msp_0929",1800,48.6,1.2,"Subdoligranulum sp. CAG:314",33.4,76.2,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1785,"msp_0929"
"msp_0930",1743,9.9,27.1,"Lachnoclostridium sp. An196",77.7,77.6,9.9,79.6,"Lachnospiraceae",66.3,78.4,"family","unclassified Lachnospiraceae","unclassified Lachnospiraceae","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1673,"msp_0930"
"msp_0931",1829,30.6,14.5,"Oscillospiraceae bacterium Zagget4",68.8,77.9,30.6,63,"Clostridiales",62.4,78.8,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1250,"msp_0931"
"msp_0932",1758,23,28.7,"Oscillibacter sp. CAG:241_62_21",74.1,79.6,23,51.4,"unclassified Firmicutes",70.1,79.4,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1258,"msp_0932"
"msp_0933",4141,13.8,19.7,"Blautia sp. CAG:257",79,79.3,13.8,67.6,"Blautia",77,78.9,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",4123,"msp_0933"
"msp_0934",1964,0.8,94.9,"Bacteroides salanitronis DSM 18170",98.2,99,0.9,94.9,"Bacteroides salanitronis",98.2,99,"species","Bacteroides salanitronis","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1524,"msp_0934"
"msp_0935",1732,0.3,96.1,"Peptostreptococcus anaerobius CAG:621",98.7,99.6,0.3,97.4,"Peptostreptococcus anaerobius",99.8,99.8,"species","Peptostreptococcus anaerobius","Peptostreptococcus","Peptostreptococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1598,"msp_0935"
"msp_0936c",1713,0,100,"Helicobacter winghamensis ATCC BAA-430",99.9,99.3,0,100,"Helicobacter winghamensis",99.9,99.3,"species","Helicobacter winghamensis","Helicobacter","Helicobacteraceae","Campylobacterales","Epsilonproteobacteria","Proteobacteria","Bacteria",1713,"msp_0936c"
"msp_0937",1734,26.4,26,"Duodenibacillus massiliensis Marseille-P2968",68.1,78.1,26.4,64.4,"Burkholderiales",55.6,78.4,"order","unclassified Burkholderiales","unclassified Burkholderiales","unclassified Burkholderiales","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",1648,"msp_0937"
"msp_0938",1781,2.6,90.6,"Chlamydia trachomatis H29IMS",92.8,99.4,2.6,95.5,"Firmicutes bacterium CAG:536",98.9,99.5,"species","Firmicutes bacterium CAG:536","unclassified Erysipelotrichales","unclassified Erysipelotrichales","Erysipelotrichales","Erysipelotrichia","Firmicutes","Bacteria",1762,"msp_0938"
"msp_0939",2405,49.1,0.9,"Clostridiales bacterium Firm_18",50.2,75.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",2393,"msp_0939"
"msp_0940",1718,13.2,56.8,"Eggerthella sp. CAG:209",89.1,82.2,13.2,60.4,"Eggerthella sp. 51_9 & CAG:209",90.5,82.1,"genus","unclassified Eggerthella","Eggerthella","Eggerthellaceae","Eggerthellales","Coriobacteriia","Actinobacteria","Bacteria",1600,"msp_0940"
